File Name,Total,Found,Found (%),Not Found,Not Found (%),Fail,Fail (%)
01_HelloWorld.sb,6,6,100.0,0,0.0,0,0.0
02_FontYellowColor.sb,11,11,100.0,0,0.0,0,0.0
03_Variables.sb,21,21,100.0,0,0.0,0,0.0
04_Temperature.sb,32,32,100.0,0,0.0,0,0.0
05_If.sb,36,36,100.0,0,0.0,0,0.0
06_Goto.sb,52,52,100.0,0,0.0,0,0.0
07_For.sb,15,15,100.0,0,0.0,0,0.0
08_ForStep.sb,18,18,100.0,0,0.0,0,0.0
09_While.sb,24,24,100.0,0,0.0,0,0.0
10_GraphicWindow.sb,5,5,100.0,0,0.0,0,0.0
11_GraphicWindowConfig.sb,25,25,100.0,0,0.0,0,0.0
12_DrawLine.sb,34,34,100.0,0,0.0,0,0.0
13_LineColor.sb,44,44,100.0,0,0.0,0,0.0
14_LineThickness.sb,49,49,100.0,0,0.0,0,0.0
15_Rectangle.sb,44,44,100.0,0,0.0,0,0.0
16_Ellipse.sb,44,44,100.0,0,0.0,0,0.0
17_Circle.sb,44,44,100.0,0,0.0,0,0.0
18_Random.sb,54,54,100.0,0,0.0,0,0.0
19_Fractal.sb,103,103,100.0,0,0.0,0,0.0
20_Subroutine.sb,40,40,100.0,0,0.0,0,0.0
21_Array.sb,58,58,100.0,0,0.0,0,0.0
22_ArrayIndex.sb,90,90,100.0,0,0.0,0,0.0
23_MultiDimArray.sb,95,95,100.0,0,0.0,0,0.0
24_Event.sb,43,43,100.0,0,0.0,0,0.0
25_Events.sb,62,62,100.0,0,0.0,0,0.0
26_Flickr.sb,38,38,100.0,0,0.0,0,0.0
27_FlickrRepeat.sb,32,32,100.0,0,0.0,0,0.0
