File Name,Total,Top-1 Acc (%),Top-3 Acc (%),Top-5 Acc (%),Top-10 Acc (%),Top-20 Acc (%),Found,Found (%),Not Found,Not Found (%),Fail,Fail (%)
01_HelloWorld.sb,6,33.33,66.67,100.0,100.0,100.0,6,100.0,0,0.0,0,0.0
02_FontYellowColor.sb,11,27.27,90.91,100.0,100.0,100.0,11,100.0,0,0.0,0,0.0
03_Variables.sb,21,33.33,66.67,85.71,90.48,100.0,21,100.0,0,0.0,0,0.0
04_Temperature.sb,32,37.5,62.5,81.25,84.38,100.0,32,100.0,0,0.0,0,0.0
05_If.sb,36,27.78,66.67,72.22,88.89,100.0,36,100.0,0,0.0,0,0.0
06_Goto.sb,52,38.46,73.08,78.85,94.23,100.0,52,100.0,0,0.0,0,0.0
07_For.sb,15,53.33,73.33,86.67,93.33,100.0,15,100.0,0,0.0,0,0.0
08_ForStep.sb,18,38.89,72.22,72.22,88.89,100.0,18,100.0,0,0.0,0,0.0
09_While.sb,24,54.17,70.83,83.33,95.83,100.0,24,100.0,0,0.0,0,0.0
10_GraphicWindow.sb,5,0.0,40.0,80.0,100.0,100.0,5,100.0,0,0.0,0,0.0
11_GraphicWindowConfig.sb,25,8.0,76.0,92.0,96.0,100.0,25,100.0,0,0.0,0,0.0
12_DrawLine.sb,34,52.94,91.18,100.0,100.0,100.0,34,100.0,0,0.0,0,0.0
13_LineColor.sb,44,45.45,88.64,100.0,100.0,100.0,44,100.0,0,0.0,0,0.0
14_LineThickness.sb,49,40.82,87.76,100.0,100.0,100.0,49,100.0,0,0.0,0,0.0
15_Rectangle.sb,44,45.45,88.64,100.0,100.0,100.0,44,100.0,0,0.0,0,0.0
16_Ellipse.sb,44,45.45,88.64,100.0,100.0,100.0,44,100.0,0,0.0,0,0.0
17_Circle.sb,44,45.45,88.64,100.0,100.0,100.0,44,100.0,0,0.0,0,0.0
18_Random.sb,54,40.74,77.78,88.89,96.3,100.0,54,100.0,0,0.0,0,0.0
19_Fractal.sb,103,56.31,85.44,94.17,98.06,100.0,103,100.0,0,0.0,0,0.0
20_Subroutine.sb,40,32.5,67.5,87.5,92.5,100.0,40,100.0,0,0.0,0,0.0
21_Array.sb,58,39.66,79.31,93.1,94.83,100.0,58,100.0,0,0.0,0,0.0
22_ArrayIndex.sb,90,21.11,58.89,80.0,88.89,100.0,90,100.0,0,0.0,0,0.0
23_MultiDimArray.sb,95,29.47,75.79,82.11,97.89,100.0,95,100.0,0,0.0,0,0.0
24_Event.sb,43,44.19,81.4,90.7,100.0,100.0,43,100.0,0,0.0,0,0.0
25_Events.sb,62,35.48,74.19,87.1,98.39,100.0,62,100.0,0,0.0,0,0.0
26_Flickr.sb,38,47.37,92.11,100.0,100.0,100.0,38,100.0,0,0.0,0,0.0
27_FlickrRepeat.sb,32,65.62,84.38,93.75,96.88,100.0,32,100.0,0,0.0,0,0.0
