File Name,Total,Found,Found (%),Not Found,Not Found (%),Fail,Fail (%)
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_01_Exercise_06_01.java,129,129,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_22_Exercise_06_22.java,156,155,99.36,1,0.64,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_14_Exercise_06_14.java,163,163,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_07_Exercise_06_07.java,190,190,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_37_Exercise_06_37.java,162,162,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_05_Exercise_06_05.java,198,198,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_29_Exercise_06_29.java,105,105,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_29_PrimeNumberMethod.java,177,177,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_11_Exercise_06_11.java,168,162,96.43,6,3.57,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_19_MyTriangle.java,207,207,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_09_Exercise_06_09.java,162,162,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_06_Exercise_06_06.java,169,169,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_13_Exercise_06_13.java,148,148,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_39_Exercise_06_39.java,475,475,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_24_Exercise_06_24.java,550,544,98.91,6,1.09,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_23_Exercise_06_23.java,188,188,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_26_Exercise_06_26.java,121,121,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_26_Exercise_06_03.java,178,177,99.44,1,0.56,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_26_PrimeNumberMethod.java,177,177,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_27_Exercise_06_03.java,178,177,99.44,1,0.56,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_27_PrimeNumberMethod.java,177,177,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_27_Exercise_06_27.java,135,135,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_35_Exercise_06_35.java,115,115,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_31_Exercise_06_31.java,438,434,99.09,4,0.91,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_03_Exercise_06_03.java,178,177,99.44,1,0.56,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_38_Exercise_06_38.java,141,139,98.58,2,1.42,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_38_RandomCharacter.java,109,109,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_08_Exercise_06_08.java,167,165,98.8,2,1.2,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_32_Exercise_06_32.java,364,364,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_16_Exercise_06_16.java,121,121,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_28_PrimeNumberMethod.java,177,177,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_28_Exercise_06_28.java,121,121,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_20_Exercise_06_20.java,142,142,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_10_Exercise_06_10.java,68,68,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_10_PrimeNumberMethod.java,177,177,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_36_Exercise_06_36.java,141,141,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_12_Exercise_06_12.java,138,138,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_04_Exercise_06_04.java,119,119,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_17_Exercise_06_17.java,137,137,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_34_PrintCalendar.java,764,764,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_02_Exercise_06_02.java,118,118,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_25_Exercise_06_25.java,135,135,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_21_Exercise_06_21.java,224,224,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_30_Exercise_06_30.java,307,304,99.02,3,0.98,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_18_Exercise_06_18.java,284,284,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_15_Exercise_06_15.java,489,480,98.16,9,1.84,0,0.0
Intro-to-Java-Programming-master_Exercise_12_Exercise_12_13_Exercise_12_13.java,275,267,97.09,8,2.91,0,0.0
Intro-to-Java-Programming-master_Exercise_12_Exercise_12_13_Loan.java,249,249,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_12_Exercise_12_23_Exercise_12_23.java,238,236,99.16,2,0.84,0,0.0
Intro-to-Java-Programming-master_Exercise_12_Exercise_12_03_Exercise_12_03.java,163,163,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_12_Exercise_12_22_Exercise_12_22.java,278,270,97.12,8,2.88,0,0.0
Intro-to-Java-Programming-master_Exercise_12_Exercise_12_27_Exercise_12_27.java,523,515,98.47,8,1.53,0,0.0
Intro-to-Java-Programming-master_Exercise_12_Exercise_12_14_Exercise_12_14.java,203,199,98.03,4,1.97,0,0.0
Intro-to-Java-Programming-master_Exercise_12_Exercise_12_16_Exercise_12_16.java,231,223,96.54,8,3.46,0,0.0
Intro-to-Java-Programming-master_Exercise_12_Exercise_12_09_Exercise_12_09.java,115,115,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_12_Exercise_12_09_TestBin2Dec.java,89,89,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_12_Exercise_12_09_BinaryFormatException.java,46,46,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_12_Exercise_12_12_Exercise_12_12.java,303,295,97.36,8,2.64,0,0.0
Intro-to-Java-Programming-master_Exercise_12_Exercise_12_12_Test.java,18,18,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_12_Exercise_12_29_Exercise_12_29.java,247,247,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_12_Exercise_12_28_Exercise_12_28.java,234,234,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_12_Exercise_12_17_Exercise_12_17.java,719,713,99.17,6,0.83,0,0.0
Intro-to-Java-Programming-master_Exercise_12_Exercise_12_04_TestLoanClass.java,196,196,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_12_Exercise_12_04_Loan.java,303,303,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_12_Exercise_12_32_Exercise_12_32.java,539,539,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_12_Exercise_12_25_Exercise_12_25.java,594,594,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_12_Exercise_12_26_Exercise_12_26.java,122,122,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_12_Exercise_12_07_Exercise_12_07.java,117,117,100.0,0,0.0,0,0.0
