File Name,Total,Top-1 Acc (%),Top-3 Acc (%),Top-5 Acc (%),Top-10 Acc (%),Top-20 Acc (%),Found,Found (%),Not Found,Not Found (%),Fail,Fail (%)
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_01_Exercise_06_01.java,129,29.46,62.79,72.87,89.15,95.35,129,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_22_Exercise_06_22.java,156,36.54,64.74,73.72,87.82,92.31,155,99.36,1,0.64,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_14_Exercise_06_14.java,163,31.9,63.19,74.23,84.66,92.02,163,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_07_Exercise_06_07.java,190,38.95,72.63,82.63,93.16,96.32,190,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_37_Exercise_06_37.java,162,43.21,71.6,82.1,94.44,99.38,162,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_05_Exercise_06_05.java,198,41.92,68.69,76.77,93.43,97.98,198,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_29_Exercise_06_29.java,105,38.1,69.52,81.9,96.19,100.0,105,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_29_PrimeNumberMethod.java,177,37.85,64.97,75.14,90.4,97.74,177,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_11_Exercise_06_11.java,168,27.98,55.36,71.43,82.14,88.1,162,96.43,6,3.57,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_19_MyTriangle.java,207,40.58,71.01,79.23,87.92,93.24,207,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_09_Exercise_06_09.java,162,32.72,67.9,82.72,87.65,93.21,162,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_06_Exercise_06_06.java,169,42.6,72.78,79.88,91.12,98.82,169,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_13_Exercise_06_13.java,148,33.78,65.54,74.32,85.14,93.24,148,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_39_Exercise_06_39.java,475,37.47,74.95,81.47,93.89,97.26,475,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_24_Exercise_06_24.java,550,28.36,57.82,68.55,87.09,94.18,544,98.91,6,1.09,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_23_Exercise_06_23.java,188,40.96,71.28,84.04,94.68,99.47,188,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_26_Exercise_06_26.java,121,39.67,64.46,72.73,91.74,98.35,121,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_26_Exercise_06_03.java,178,39.89,69.66,79.21,91.01,97.19,177,99.44,1,0.56,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_26_PrimeNumberMethod.java,177,37.85,64.97,75.14,90.4,97.74,177,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_27_Exercise_06_03.java,178,39.89,69.66,79.21,91.01,97.19,177,99.44,1,0.56,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_27_PrimeNumberMethod.java,177,37.85,64.97,75.14,90.4,97.74,177,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_27_Exercise_06_27.java,135,40.0,65.93,74.07,92.59,98.52,135,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_35_Exercise_06_35.java,115,37.39,73.04,84.35,91.3,94.78,115,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_31_Exercise_06_31.java,438,34.7,65.07,77.63,88.13,96.8,434,99.09,4,0.91,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_03_Exercise_06_03.java,178,39.89,69.66,79.21,91.01,97.19,177,99.44,1,0.56,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_38_Exercise_06_38.java,141,34.04,63.83,73.05,90.07,94.33,139,98.58,2,1.42,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_38_RandomCharacter.java,109,22.02,62.39,69.72,82.57,93.58,109,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_08_Exercise_06_08.java,167,30.54,64.67,77.84,83.23,91.02,165,98.8,2,1.2,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_32_Exercise_06_32.java,364,33.24,64.56,75.0,91.48,98.63,364,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_16_Exercise_06_16.java,121,34.71,64.46,77.69,90.91,96.69,121,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_28_PrimeNumberMethod.java,177,37.85,64.97,75.14,90.4,97.74,177,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_28_Exercise_06_28.java,121,38.02,72.73,84.3,95.04,99.17,121,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_20_Exercise_06_20.java,142,41.55,71.13,84.51,94.37,100.0,142,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_10_Exercise_06_10.java,68,41.18,64.71,75.0,92.65,100.0,68,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_10_PrimeNumberMethod.java,177,37.85,64.97,75.14,90.4,97.74,177,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_36_Exercise_06_36.java,141,37.59,75.18,85.11,93.62,95.74,141,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_12_Exercise_06_12.java,138,34.06,65.22,74.64,89.13,94.2,138,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_04_Exercise_06_04.java,119,41.18,75.63,85.71,94.12,95.8,119,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_17_Exercise_06_17.java,137,40.88,71.53,78.83,91.97,100.0,137,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_34_PrintCalendar.java,764,36.13,68.19,77.36,92.93,97.77,764,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_02_Exercise_06_02.java,118,42.37,70.34,82.2,91.53,95.76,118,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_25_Exercise_06_25.java,135,37.04,65.93,78.52,91.85,94.81,135,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_21_Exercise_06_21.java,224,34.82,68.3,80.36,89.29,96.88,224,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_30_Exercise_06_30.java,307,33.88,63.52,75.57,91.21,98.05,304,99.02,3,0.98,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_18_Exercise_06_18.java,284,40.49,70.77,82.39,94.01,98.94,284,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_06_Exercise_06_15_Exercise_06_15.java,489,23.11,51.33,67.08,84.46,88.75,480,98.16,9,1.84,0,0.0
Intro-to-Java-Programming-master_Exercise_12_Exercise_12_13_Exercise_12_13.java,275,42.91,77.45,85.45,92.36,95.64,267,97.09,8,2.91,0,0.0
Intro-to-Java-Programming-master_Exercise_12_Exercise_12_13_Loan.java,249,32.53,65.06,77.91,86.75,92.77,249,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_12_Exercise_12_23_Exercise_12_23.java,238,42.02,75.63,85.71,91.6,95.8,236,99.16,2,0.84,0,0.0
Intro-to-Java-Programming-master_Exercise_12_Exercise_12_03_Exercise_12_03.java,163,39.88,74.23,82.82,92.64,100.0,163,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_12_Exercise_12_22_Exercise_12_22.java,278,43.88,77.7,84.89,93.53,95.68,270,97.12,8,2.88,0,0.0
Intro-to-Java-Programming-master_Exercise_12_Exercise_12_27_Exercise_12_27.java,523,42.83,76.48,85.47,92.73,97.32,515,98.47,8,1.53,0,0.0
Intro-to-Java-Programming-master_Exercise_12_Exercise_12_14_Exercise_12_14.java,203,41.38,76.35,86.21,93.1,95.57,199,98.03,4,1.97,0,0.0
Intro-to-Java-Programming-master_Exercise_12_Exercise_12_16_Exercise_12_16.java,231,42.42,77.06,84.85,92.64,94.81,223,96.54,8,3.46,0,0.0
Intro-to-Java-Programming-master_Exercise_12_Exercise_12_09_Exercise_12_09.java,115,42.61,70.43,80.0,90.43,97.39,115,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_12_Exercise_12_09_TestBin2Dec.java,89,49.44,79.78,92.13,98.88,100.0,89,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_12_Exercise_12_09_BinaryFormatException.java,46,30.43,73.91,82.61,97.83,100.0,46,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_12_Exercise_12_12_Exercise_12_12.java,303,41.25,74.92,83.5,93.07,95.38,295,97.36,8,2.64,0,0.0
Intro-to-Java-Programming-master_Exercise_12_Exercise_12_12_Test.java,18,33.33,50.0,66.67,100.0,100.0,18,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_12_Exercise_12_29_Exercise_12_29.java,247,42.11,76.52,87.45,96.76,99.6,247,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_12_Exercise_12_28_Exercise_12_28.java,234,42.31,76.07,86.75,96.58,99.57,234,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_12_Exercise_12_17_Exercise_12_17.java,719,38.53,72.04,83.45,93.32,97.5,713,99.17,6,0.83,0,0.0
Intro-to-Java-Programming-master_Exercise_12_Exercise_12_04_TestLoanClass.java,196,45.41,79.59,89.29,95.92,98.47,196,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_12_Exercise_12_04_Loan.java,303,37.95,66.34,79.21,88.12,92.08,303,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_12_Exercise_12_32_Exercise_12_32.java,539,40.82,74.21,86.46,94.43,99.07,539,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_12_Exercise_12_25_Exercise_12_25.java,594,37.54,78.62,87.71,92.59,96.8,594,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_12_Exercise_12_26_Exercise_12_26.java,122,45.08,81.15,91.8,98.36,99.18,122,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_12_Exercise_12_07_Exercise_12_07.java,117,42.74,70.94,80.34,90.6,97.44,117,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_12_Exercise_12_02_Exercise_12_02.java,133,45.11,78.95,87.22,93.98,99.25,133,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_12_Exercise_12_05_IllegalTriangleException.java,106,29.25,66.04,80.19,92.45,94.34,106,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_12_Exercise_12_05_Triangle.java,224,31.7,64.73,74.11,83.93,89.29,224,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_12_Exercise_12_05_Exercise_12_05.java,279,44.8,82.08,91.76,96.77,98.57,279,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_12_Exercise_12_05_GeometricObject.java,177,32.77,67.23,81.36,93.79,98.87,177,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_12_Exercise_12_20_Exercise_12_20.java,542,42.25,76.94,87.64,94.83,97.79,534,98.52,8,1.48,0,0.0
Intro-to-Java-Programming-master_Exercise_12_Exercise_12_20_CreateFiles.java,353,41.64,77.9,84.99,93.77,97.17,349,98.87,4,1.13,0,0.0
Intro-to-Java-Programming-master_Exercise_12_Exercise_12_20_Exercise_12_18.java,553,42.68,77.22,88.07,94.94,97.83,545,98.55,8,1.45,0,0.0
Intro-to-Java-Programming-master_Exercise_12_Exercise_12_19_Exercise_12_19.java,162,46.3,77.16,87.65,93.83,97.53,162,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_12_Exercise_12_06_Hex2Dec.java,257,40.86,71.6,81.32,92.22,98.05,257,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_12_Exercise_12_10_Exercise_12_10.java,71,42.25,71.83,78.87,94.37,98.59,71,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_12_Exercise_12_33_Exercise_12_33.java,541,44.92,77.45,88.54,95.75,98.89,540,99.82,1,0.18,0,0.0
Intro-to-Java-Programming-master_Exercise_12_Exercise_12_31_Exercise_12_31.java,350,43.14,77.43,89.43,95.71,98.86,350,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_12_Exercise_12_21_Exercise_12_21.java,231,43.29,75.32,84.85,94.37,96.1,226,97.84,5,2.16,0,0.0
Intro-to-Java-Programming-master_Exercise_12_Exercise_12_30_Exercise_12_30.java,301,41.53,74.09,83.72,92.36,97.01,296,98.34,5,1.66,0,0.0
Intro-to-Java-Programming-master_Exercise_12_Exercise_12_24_Exercise_12_24.java,297,40.07,72.05,80.47,90.57,96.3,292,98.32,5,1.68,0,0.0
Intro-to-Java-Programming-master_Exercise_12_Exercise_12_01_CalculatorWithoutException.java,296,34.8,74.66,84.12,97.64,99.32,296,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_12_Exercise_12_01_CalculatorWithException.java,270,37.41,73.7,84.81,97.41,98.52,270,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_12_Exercise_12_08_HexFormatException.java,47,29.79,72.34,80.85,95.74,100.0,47,100.0,0,0.0,0,0.0
Intro-to-Java-Programming-master_Exercise_12_Exercise_12_08_Hex2Dec.java,255,40.78,71.37,81.57,91.76,98.04,255,100.0,0,0.0,0,0.0
