File Name,Total,Top-1 Acc (%),Top-3 Acc (%),Top-5 Acc (%),Top-10 Acc (%),Top-20 Acc (%),Found,Found (%),Not Found,Not Found (%),Fail,Fail (%)
Eloquent_JavaScript_Third_Edition-master_14_the_document_object_model_build_a_table_table.js,347,50.43,83.0,92.51,96.25,99.14,347,100.0,0,0.0,0,0.0
Eloquent_JavaScript_Third_Edition-master_14_the_document_object_model_elements_by_tag_name_tag_name.js,166,48.19,80.72,84.94,93.98,98.8,166,100.0,0,0.0,0,0.0
Eloquent_JavaScript_Third_Edition-master_20_node.js_search_tool.js,898,41.54,72.72,79.96,88.42,95.1,897,99.89,1,0.11,0,0.0
Eloquent_JavaScript_Third_Edition-master_20_node.js_directory_creation.js,787,41.17,72.55,80.18,88.31,94.66,786,99.87,1,0.13,0,0.0
Eloquent_JavaScript_Third_Edition-master_4_data_structures_a_list.js,223,36.32,67.71,79.37,92.83,97.76,223,100.0,0,0.0,0,0.0
Eloquent_JavaScript_Third_Edition-master_4_data_structures_deep_comparison.js,197,44.16,73.1,79.7,89.34,97.97,197,100.0,0,0.0,0,0.0
Eloquent_JavaScript_Third_Edition-master_4_data_structures_range_sum.js,105,37.14,67.62,74.29,88.57,95.24,105,100.0,0,0.0,0,0.0
Eloquent_JavaScript_Third_Edition-master_4_data_structures_reverse_array.js,195,35.9,66.15,77.44,91.28,97.44,194,99.49,1,0.51,0,0.0
Eloquent_JavaScript_Third_Edition-master_10_modules_roads_module.js,99,46.46,88.89,90.91,95.96,100.0,99,100.0,0,0.0,0,0.0
Eloquent_JavaScript_Third_Edition-master_2_program_structure_triangle.js,43,39.53,72.09,81.4,93.02,97.67,42,97.67,1,2.33,0,0.0
Eloquent_JavaScript_Third_Edition-master_2_program_structure_fizz_buzz.js,72,31.94,58.33,73.61,84.72,93.06,71,98.61,1,1.39,0,0.0
Eloquent_JavaScript_Third_Edition-master_2_program_structure_chessboard.js,107,33.64,61.68,73.83,86.92,90.65,107,100.0,0,0.0,0,0.0
Eloquent_JavaScript_Third_Edition-master_22_javascript_and_performance_pathfinding.js,658,41.49,68.39,74.01,87.69,93.01,658,100.0,0,0.0,0,0.0
Eloquent_JavaScript_Third_Edition-master_6_secret_life_of_objects_vector.js,160,51.25,74.38,81.25,91.25,96.88,160,100.0,0,0.0,0,0.0
Eloquent_JavaScript_Third_Edition-master_6_secret_life_of_objects_iterable_groups.js,250,44.0,74.4,81.6,92.8,97.6,250,100.0,0,0.0,0,0.0
Eloquent_JavaScript_Third_Edition-master_6_secret_life_of_objects_borrowing_method.js,37,54.05,75.68,81.08,100.0,100.0,37,100.0,0,0.0,0,0.0
Eloquent_JavaScript_Third_Edition-master_6_secret_life_of_objects_groups.js,172,42.44,77.33,87.21,95.35,98.84,172,100.0,0,0.0,0,0.0
Eloquent_JavaScript_Third_Edition-master_7_a_robot_persistent_group.js,198,44.44,78.79,86.87,94.95,98.99,198,100.0,0,0.0,0,0.0
Eloquent_JavaScript_Third_Edition-master_7_a_robot_robot.js,861,40.07,74.45,82.23,90.94,96.86,860,99.88,1,0.12,0,0.0
Eloquent_JavaScript_Third_Edition-master_7_a_robot_measuring_a_robot.js,1022,39.04,73.87,81.9,90.41,96.48,1021,99.9,1,0.1,0,0.0
Eloquent_JavaScript_Third_Edition-master_7_a_robot_robot_efficiency.js,877,39.68,73.43,80.84,89.97,96.58,876,99.89,1,0.11,0,0.0
Eloquent_JavaScript_Third_Edition-master_15_handling_events_tabs_tabs.js,201,44.78,74.13,80.6,89.05,95.52,201,100.0,0,0.0,0,0.0
Eloquent_JavaScript_Third_Edition-master_15_handling_events_balloon_balloon.js,150,43.33,74.67,84.67,92.0,98.67,150,100.0,0,0.0,0,0.0
Eloquent_JavaScript_Third_Edition-master_15_handling_events_mouse_trail_mouse_trail.js,141,43.97,72.34,78.72,89.36,95.74,141,100.0,0,0.0,0,0.0
Eloquent_JavaScript_Third_Edition-master_17_drawing_on_canvas_shapes_shapes.js,498,33.94,69.48,79.72,90.36,95.38,498,100.0,0,0.0,0,0.0
Eloquent_JavaScript_Third_Edition-master_17_drawing_on_canvas_a_bouncing_ball_bouncing_ball.js,224,33.04,64.29,73.66,87.05,94.2,224,100.0,0,0.0,0,0.0
Eloquent_JavaScript_Third_Edition-master_17_drawing_on_canvas_pie_chart_chart.js,327,48.01,77.06,81.35,90.83,96.94,327,100.0,0,0.0,0,0.0
Eloquent_JavaScript_Third_Edition-master_17_drawing_on_canvas_platform_game_levels.js,79,45.57,68.35,70.89,83.54,84.81,78,98.73,1,1.27,0,0.0
Eloquent_JavaScript_Third_Edition-master_17_drawing_on_canvas_platform_game_platfrom_game.js,3892,46.48,73.66,80.73,90.13,96.48,3892,100.0,0,0.0,0,0.0
Eloquent_JavaScript_Third_Edition-master_8_bugs_and_errors_retry.js,101,33.66,75.25,80.2,89.11,95.05,101,100.0,0,0.0,0,0.0
Eloquent_JavaScript_Third_Edition-master_8_bugs_and_errors_locked_box.js,182,43.41,77.47,81.32,93.96,98.35,182,100.0,0,0.0,0,0.0
Eloquent_JavaScript_Third_Edition-master_5_higher-order_functions_flattening.js,175,41.14,72.0,87.43,96.57,98.86,175,100.0,0,0.0,0,0.0
Eloquent_JavaScript_Third_Edition-master_5_higher-order_functions_dominant_writing_direction.js,282,38.3,69.5,78.01,86.88,96.1,282,100.0,0,0.0,0,0.0
Eloquent_JavaScript_Third_Edition-master_5_higher-order_functions_your_own_loop.js,64,26.56,64.06,78.12,89.06,93.75,64,100.0,0,0.0,0,0.0
Eloquent_JavaScript_Third_Edition-master_5_higher-order_functions_scripts.js,8603,34.29,70.92,82.03,99.54,99.55,8603,100.0,0,0.0,0,0.0
Eloquent_JavaScript_Third_Edition-master_5_higher-order_functions_everything.js,121,18.18,62.81,76.03,89.26,95.87,121,100.0,0,0.0,0,0.0
Eloquent_JavaScript_Third_Edition-master_19_a_pixel_art_editor_pixel_art_editor.js,3598,42.75,71.96,79.88,90.22,96.61,3595,99.92,3,0.08,0,0.0
Eloquent_JavaScript_Third_Edition-master_9_regular_expressions_numbers_again.js,143,48.25,86.01,87.41,95.1,99.3,143,100.0,0,0.0,0,0.0
Eloquent_JavaScript_Third_Edition-master_9_regular_expressions_quoting_style.js,26,42.31,76.92,76.92,96.15,100.0,26,100.0,0,0.0,0,0.0
Eloquent_JavaScript_Third_Edition-master_9_regular_expressions_regexp_golf.js,273,46.52,80.95,84.62,92.67,97.07,273,100.0,0,0.0,0,0.0
Eloquent_JavaScript_Third_Edition-master_11_asynchronous_programming_tracking_the_scalpel.js,135,40.0,74.81,80.74,90.37,97.78,135,100.0,0,0.0,0,0.0
Eloquent_JavaScript_Third_Edition-master_11_asynchronous_programming_building_promise.all.js,287,34.84,74.91,83.97,91.29,96.52,287,100.0,0,0.0,0,0.0
Eloquent_JavaScript_Third_Edition-master_12_a_programming_language_comments.js,63,41.27,77.78,88.89,93.65,95.24,63,100.0,0,0.0,0,0.0
Eloquent_JavaScript_Third_Edition-master_12_a_programming_language_arrays.js,45,46.67,75.56,75.56,84.44,91.11,45,100.0,0,0.0,0,0.0
Eloquent_JavaScript_Third_Edition-master_12_a_programming_language_fixing_scope.js,140,44.29,75.0,81.43,90.0,97.86,140,100.0,0,0.0,0,0.0
Eloquent_JavaScript_Third_Edition-master_3_functions_recursion.js,59,28.81,61.02,77.97,89.83,96.61,59,100.0,0,0.0,0,0.0
Eloquent_JavaScript_Third_Edition-master_3_functions_minimum.js,31,38.71,67.74,77.42,87.1,96.77,31,100.0,0,0.0,0,0.0
Eloquent_JavaScript_Third_Edition-master_3_functions_bean_counting.js,104,40.38,71.15,77.88,90.38,98.08,104,100.0,0,0.0,0,0.0
Eloquent_JavaScript_Third_Edition-master_18_http_and_forms_content_negotiation_content_negotiation.js,88,34.09,69.32,71.59,87.5,95.45,87,98.86,1,1.14,0,0.0
