File Name,Total,Found,Found (%),Not Found,Not Found (%),Fail,Fail (%)
Eloquent_JavaScript_Third_Edition-master_14_the_document_object_model_build_a_table_table.js,347,347,100.0,0,0.0,0,0.0
Eloquent_JavaScript_Third_Edition-master_14_the_document_object_model_elements_by_tag_name_tag_name.js,166,166,100.0,0,0.0,0,0.0
Eloquent_JavaScript_Third_Edition-master_20_node.js_search_tool.js,898,897,99.89,1,0.11,0,0.0
Eloquent_JavaScript_Third_Edition-master_20_node.js_directory_creation.js,787,786,99.87,1,0.13,0,0.0
Eloquent_JavaScript_Third_Edition-master_4_data_structures_a_list.js,223,223,100.0,0,0.0,0,0.0
Eloquent_JavaScript_Third_Edition-master_4_data_structures_deep_comparison.js,197,197,100.0,0,0.0,0,0.0
Eloquent_JavaScript_Third_Edition-master_4_data_structures_range_sum.js,105,105,100.0,0,0.0,0,0.0
Eloquent_JavaScript_Third_Edition-master_4_data_structures_reverse_array.js,195,194,99.49,1,0.51,0,0.0
Eloquent_JavaScript_Third_Edition-master_10_modules_roads_module.js,99,99,100.0,0,0.0,0,0.0
Eloquent_JavaScript_Third_Edition-master_2_program_structure_triangle.js,43,42,97.67,1,2.33,0,0.0
Eloquent_JavaScript_Third_Edition-master_2_program_structure_fizz_buzz.js,72,71,98.61,1,1.39,0,0.0
Eloquent_JavaScript_Third_Edition-master_2_program_structure_chessboard.js,107,107,100.0,0,0.0,0,0.0
Eloquent_JavaScript_Third_Edition-master_22_javascript_and_performance_pathfinding.js,658,658,100.0,0,0.0,0,0.0
Eloquent_JavaScript_Third_Edition-master_6_secret_life_of_objects_vector.js,160,160,100.0,0,0.0,0,0.0
Eloquent_JavaScript_Third_Edition-master_6_secret_life_of_objects_iterable_groups.js,250,250,100.0,0,0.0,0,0.0
Eloquent_JavaScript_Third_Edition-master_6_secret_life_of_objects_borrowing_method.js,37,37,100.0,0,0.0,0,0.0
Eloquent_JavaScript_Third_Edition-master_6_secret_life_of_objects_groups.js,172,172,100.0,0,0.0,0,0.0
Eloquent_JavaScript_Third_Edition-master_7_a_robot_persistent_group.js,198,198,100.0,0,0.0,0,0.0
Eloquent_JavaScript_Third_Edition-master_7_a_robot_robot.js,861,860,99.88,1,0.12,0,0.0
Eloquent_JavaScript_Third_Edition-master_7_a_robot_measuring_a_robot.js,1022,1021,99.9,1,0.1,0,0.0
Eloquent_JavaScript_Third_Edition-master_7_a_robot_robot_efficiency.js,877,876,99.89,1,0.11,0,0.0
Eloquent_JavaScript_Third_Edition-master_15_handling_events_tabs_tabs.js,201,201,100.0,0,0.0,0,0.0
Eloquent_JavaScript_Third_Edition-master_15_handling_events_balloon_balloon.js,150,150,100.0,0,0.0,0,0.0
Eloquent_JavaScript_Third_Edition-master_15_handling_events_mouse_trail_mouse_trail.js,141,141,100.0,0,0.0,0,0.0
Eloquent_JavaScript_Third_Edition-master_17_drawing_on_canvas_shapes_shapes.js,498,498,100.0,0,0.0,0,0.0
Eloquent_JavaScript_Third_Edition-master_17_drawing_on_canvas_a_bouncing_ball_bouncing_ball.js,224,224,100.0,0,0.0,0,0.0
Eloquent_JavaScript_Third_Edition-master_17_drawing_on_canvas_pie_chart_chart.js,327,327,100.0,0,0.0,0,0.0
