File Name,Total,Found,Found (%),Not Found,Not Found (%),Fail,Fail (%)
pcc_chapter_17_python_repos_visual.py,276,274,99.28,2,0.72,0,0.0
pcc_chapter_17_hn_article.py,53,53,100.0,0,0.0,0,0.0
pcc_chapter_17_python_repos.py,220,218,99.09,2,0.91,0,0.0
pcc_chapter_17_hn_submissions.py,204,204,100.0,0,0.0,0,0.0
pcc_chapter_17_partial_programs_python_repos_2_examine_first_repo.py,222,220,99.1,2,0.9,0,0.0
pcc_chapter_17_partial_programs_python_repos_visual_4_custom_marker_colors.py,276,274,99.28,2,0.72,0,0.0
pcc_chapter_17_partial_programs_python_repos_visual_0_first_version.py,141,139,98.58,2,1.42,0,0.0
pcc_chapter_17_partial_programs_python_repos_0_first_version.py,64,64,100.0,0,0.0,0,0.0
pcc_chapter_17_partial_programs_hn_article.py,53,53,100.0,0,0.0,0,0.0
pcc_chapter_17_partial_programs_python_repos_visual_3_clickable_links.py,262,260,99.24,2,0.76,0,0.0
pcc_chapter_17_partial_programs_hn_submissions.py,204,204,100.0,0,0.0,0,0.0
pcc_chapter_17_partial_programs_python_repos_visual_1_styling_chart.py,189,187,98.94,2,1.06,0,0.0
pcc_chapter_17_partial_programs_python_repos_visual_2_custom_tooltips.py,237,235,99.16,2,0.84,0,0.0
pcc_chapter_17_partial_programs_python_repos_3_summarizing_top_repos.py,227,225,99.12,2,0.88,0,0.0
pcc_chapter_17_partial_programs_python_repos_1_working_with_response_dict.py,141,139,98.58,2,1.42,0,0.0
pcc_chapter_07_greeter.py,28,28,100.0,0,0.0,0,0.0
pcc_chapter_07_rollercoaster.py,35,35,100.0,0,0.0,0,0.0
pcc_chapter_07_counting.py,23,23,100.0,0,0.0,0,0.0
pcc_chapter_07_cities.py,45,45,100.0,0,0.0,0,0.0
pcc_chapter_07_mountain_poll.py,87,87,100.0,0,0.0,0,0.0
pcc_chapter_07_parrot.py,40,40,100.0,0,0.0,0,0.0
pcc_chapter_07_even_or_odd.py,45,45,100.0,0,0.0,0,0.0
pcc_chapter_07_pets.py,54,53,98.15,1,1.85,0,0.0
pcc_chapter_07_confirmed_users.py,71,71,100.0,0,0.0,0,0.0
pcc_chapter_07_partial_programs_counting_2_infinite_loop.py,12,12,100.0,0,0.0,0,0.0
pcc_chapter_07_partial_programs_parrot_2_while_loop_if_test.py,40,40,100.0,0,0.0,0,0.0
pcc_chapter_07_partial_programs_parrot_0_first_version.py,12,12,100.0,0,0.0,0,0.0
pcc_chapter_07_partial_programs_parrot_3_while_loop_flag.py,40,40,100.0,0,0.0,0,0.0
pcc_chapter_07_partial_programs_greeter_0_first_version.py,19,19,100.0,0,0.0,0,0.0
pcc_chapter_07_partial_programs_counting_0_first_version.py,15,15,100.0,0,0.0,0,0.0
pcc_chapter_07_partial_programs_rollercoaster.py,35,35,100.0,0,0.0,0,0.0
pcc_chapter_07_partial_programs_parrot_1_while_loop.py,33,33,100.0,0,0.0,0,0.0
pcc_chapter_07_partial_programs_counting_1_using_continue.py,23,23,100.0,0,0.0,0,0.0
pcc_chapter_07_partial_programs_greeter_1_longer_prompt.py,28,28,100.0,0,0.0,0,0.0
pcc_chapter_07_partial_programs_cities.py,45,45,100.0,0,0.0,0,0.0
pcc_chapter_07_partial_programs_mountain_poll.py,87,87,100.0,0,0.0,0,0.0
pcc_chapter_07_partial_programs_even_or_odd.py,45,45,100.0,0,0.0,0,0.0
pcc_chapter_07_partial_programs_pets.py,54,53,98.15,1,1.85,0,0.0
pcc_chapter_07_partial_programs_confirmed_users.py,71,71,100.0,0,0.0,0,0.0
pcc_chapter_13_creating_first_alien_settings.py,75,75,100.0,0,0.0,0,0.0
pcc_chapter_13_creating_first_alien_alien_invasion.py,533,533,100.0,0,0.0,0,0.0
pcc_chapter_13_creating_first_alien_alien.py,104,104,100.0,0,0.0,0,0.0
pcc_chapter_13_creating_first_alien_ship.py,197,197,100.0,0,0.0,0,0.0
pcc_chapter_13_creating_first_alien_bullet.py,165,165,100.0,0,0.0,0,0.0
pcc_chapter_13_building_alien_fleet_settings.py,75,75,100.0,0,0.0,0,0.0
