File Name,Total,Top-1 Acc (%),Top-3 Acc (%),Top-5 Acc (%),Top-10 Acc (%),Top-20 Acc (%),Found,Found (%),Not Found,Not Found (%),Fail,Fail (%)
learn-haskell-by-example-main_chapter10+11_synthask_test_Spec.hs,382,34.29,68.85,85.6,94.76,98.43,382,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter10+11_synthask_app_Main.hs,976,36.07,55.12,79.41,87.5,99.28,975,99.9,1,0.1,0,0.0
learn-haskell-by-example-main_chapter10+11_synthask_src_Composition_Notelength.hs,358,45.25,68.16,88.27,94.41,98.6,358,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter10+11_synthask_src_Composition_Note.hs,489,28.43,69.33,82.41,96.11,100.0,489,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter10+11_synthask_src_Composition_Pitch.hs,548,33.94,64.05,85.4,93.25,99.45,548,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter10+11_synthask_src_Composition_Performance.hs,607,37.23,66.39,82.7,96.21,99.84,607,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter10+11_synthask_src_Sound_Sound.hs,496,35.08,68.55,80.65,93.75,99.19,496,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter10+11_synthask_src_Sound_Sampler.hs,405,36.3,69.14,83.21,97.04,99.26,405,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter10+11_synthask_src_Sound_Synth.hs,703,35.7,66.0,81.22,88.9,96.02,702,99.86,1,0.14,0,0.0
learn-haskell-by-example-main_chapter10+11_synthask_src_Util_Types.hs,80,45.0,73.75,93.75,97.5,98.75,80,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter2_caesar_Setup.hs,7,42.86,85.71,85.71,100.0,100.0,7,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter2_caesar_test_Spec.hs,9,22.22,44.44,77.78,100.0,100.0,9,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter2_caesar_app_Main.hs,15,26.67,66.67,80.0,100.0,100.0,15,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter2_caesar_src_Lib.hs,311,41.48,75.24,90.35,95.18,100.0,311,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter2_caesar_src_Exercises.hs,367,31.88,61.31,79.29,89.65,99.73,367,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter12+13_pbmagick_Setup.hs,7,42.86,85.71,85.71,100.0,100.0,7,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter12+13_pbmagick_app_Main.hs,294,33.67,64.63,75.17,92.86,98.98,292,99.32,2,0.68,0,0.0
learn-haskell-by-example-main_chapter12+13_pbmagick_src_Parser_Combinators.hs,197,32.49,69.54,90.86,97.46,100.0,197,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter12+13_pbmagick_src_Parser_Core.hs,602,31.56,62.96,82.23,98.34,99.83,602,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter12+13_pbmagick_src_Data_Vector_Strategies.hs,50,36.0,78.0,88.0,98.0,100.0,50,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter12+13_pbmagick_src_Graphics_PNM.hs,57,36.84,64.91,80.7,98.25,100.0,57,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter12+13_pbmagick_src_Graphics_PNM_Conversion.hs,750,34.27,63.47,80.93,96.67,99.33,750,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter12+13_pbmagick_src_Graphics_PNM_Types.hs,390,35.38,64.36,79.23,98.46,100.0,390,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter12+13_pbmagick_src_Graphics_PNM_Parsing.hs,957,35.21,59.04,75.76,89.86,99.48,957,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter12+13_pbmagick_src_Graphics_PNM_Validation.hs,611,30.93,62.19,79.38,91.82,98.69,611,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter12+13_pbmagick_src_Control_Monad_Extra.hs,109,30.28,68.81,88.07,98.17,100.0,109,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter7+8_csview_Setup.hs,7,42.86,85.71,85.71,100.0,100.0,7,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter7+8_csview_test_Spec.hs,9,22.22,44.44,77.78,100.0,100.0,9,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter7+8_csview_app_Main.hs,453,31.79,67.33,80.13,96.03,99.56,453,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter7+8_csview_src_Csv.hs,47,40.43,70.21,87.23,100.0,100.0,47,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter7+8_csview_src_Data_Candy.hs,277,29.24,67.87,84.12,97.11,100.0,277,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter7+8_csview_src_Data_Sliceable.hs,266,29.32,60.15,78.95,96.24,99.25,266,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter7+8_csview_src_Util_Text.hs,165,32.12,61.21,80.0,95.15,98.79,165,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter7+8_csview_src_Util_Arguments.hs,340,30.29,65.0,77.94,97.06,99.71,340,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter7+8_csview_src_Csv_Operations.hs,220,34.09,70.0,84.55,95.91,100.0,220,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter7+8_csview_src_Csv_Print.hs,866,31.52,64.9,77.83,94.57,99.42,866,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter7+8_csview_src_Csv_Types.hs,608,34.21,70.23,80.59,93.42,99.18,608,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter7+8_csview_src_Csv_Parsing.hs,565,32.04,64.07,77.35,94.16,99.47,565,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter14+15_backup_Setup.hs,7,42.86,85.71,85.71,100.0,100.0,7,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter14+15_backup_test_Spec.hs,9,22.22,44.44,77.78,100.0,100.0,9,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter14+15_backup_app_Main.hs,318,35.85,73.58,87.11,96.54,100.0,318,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter14+15_backup_src_App.hs,27,33.33,74.07,74.07,96.3,100.0,27,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter14+15_backup_src_System_FileType.hs,179,28.49,60.89,69.27,93.85,98.88,179,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter14+15_backup_src_System_Directory_Safe.hs,307,31.92,64.17,82.74,94.14,99.35,307,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter14+15_backup_src_App_Impl.hs,589,38.2,68.59,87.27,98.81,99.83,589,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter14+15_backup_src_App_Types.hs,410,37.32,68.78,80.49,97.56,100.0,410,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter3+4_lnums_Setup.hs,7,42.86,85.71,85.71,100.0,100.0,7,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter3+4_lnums_test_Spec.hs,9,22.22,44.44,77.78,100.0,100.0,9,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter3+4_lnums_app_Main.hs,275,31.27,64.73,77.09,90.91,99.27,275,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter3+4_lnums_src_Lib.hs,377,34.48,71.09,88.86,96.02,99.73,377,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter3+4_lnums_src_Exercises.hs,585,31.62,69.06,81.2,94.36,99.83,585,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter9_properties_Setup.hs,7,42.86,85.71,85.71,100.0,100.0,7,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter9_properties_test_Spec.hs,86,38.37,79.07,90.7,98.84,100.0,86,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter9_properties_test_SuiteOne.hs,44,43.18,63.64,81.82,95.45,100.0,44,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter9_properties_test_SuiteTwo.hs,81,33.33,66.67,81.48,93.83,98.77,81,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter9_properties_src_Misc.hs,40,42.5,87.5,95.0,95.0,100.0,40,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter9_properties_src_Data_AssocMap.hs,895,28.27,66.48,84.25,96.09,100.0,895,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter9_properties_src_Test_SimpleCheck.hs,1290,36.28,64.73,85.19,96.05,99.84,1290,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter9_properties_src_Caesar_Caesar.hs,286,43.01,67.83,90.21,94.76,100.0,286,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter9_properties_src_Caesar_QuickCheckProperties.hs,142,42.96,66.2,81.69,95.77,100.0,142,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter9_properties_src_Caesar_SimpleCheckProperties.hs,177,41.81,67.8,80.23,91.53,99.44,176,99.44,1,0.56,0,0.0
learn-haskell-by-example-main_chapter5+6_ladder-fast_Setup.hs,7,42.86,85.71,85.71,100.0,100.0,7,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter5+6_ladder-fast_test_Spec.hs,9,22.22,44.44,77.78,100.0,100.0,9,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter5+6_ladder-fast_app_Main.hs,93,35.48,66.67,80.65,94.62,97.85,93,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter5+6_ladder-fast_src_Ladder.hs,297,28.62,63.97,77.1,93.27,98.65,295,99.33,2,0.67,0,0.0
learn-haskell-by-example-main_chapter5+6_ladder-fast_src_PermutationMap.hs,258,27.52,68.22,91.09,97.67,100.0,258,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter5+6_ladder-fast_src_Graph.hs,764,28.53,66.75,81.02,96.34,99.74,764,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter5+6_ladder-fast_src_Data_AssocMap.hs,448,28.35,67.63,85.49,98.21,100.0,448,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter5+6_ladder-optimized_Setup.hs,7,42.86,85.71,85.71,100.0,100.0,7,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter5+6_ladder-optimized_test_Spec.hs,9,22.22,44.44,77.78,100.0,100.0,9,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter5+6_ladder-optimized_app_Main.hs,96,36.46,69.79,82.29,94.79,97.92,96,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter5+6_ladder-optimized_src_Ladder.hs,375,27.2,63.47,77.33,94.93,98.93,373,99.47,2,0.53,0,0.0
learn-haskell-by-example-main_chapter5+6_ladder-optimized_src_PermutationMap.hs,329,28.57,65.65,86.32,98.18,100.0,329,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter5+6_ladder-optimized_src_Graph.hs,1306,29.86,66.23,79.63,95.56,99.69,1306,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter5+6_ladder-optimized_src_Data_AssocMap.hs,448,28.35,67.63,85.49,98.21,100.0,448,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter5+6_ladder-slow_Setup.hs,7,42.86,85.71,85.71,100.0,100.0,7,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter5+6_ladder-slow_test_Spec.hs,9,22.22,44.44,77.78,100.0,100.0,9,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter5+6_ladder-slow_app_Main.hs,93,35.48,66.67,80.65,94.62,97.85,93,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter5+6_ladder-slow_src_Ladder.hs,297,28.62,63.97,77.1,93.27,98.65,295,99.33,2,0.67,0,0.0
learn-haskell-by-example-main_chapter5+6_ladder-slow_src_PermutationMap.hs,293,31.06,71.33,91.81,97.95,100.0,293,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter5+6_ladder-slow_src_Graph.hs,727,28.2,67.81,81.29,96.15,99.72,727,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter5+6_ladder-slow_src_Exercises.hs,736,26.09,66.17,82.2,96.2,99.86,736,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter5+6_ladder-slow_src_Data_AssocMap.hs,448,28.35,67.63,85.49,98.21,100.0,448,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter16+17_todolist_Setup.hs,7,42.86,85.71,85.71,100.0,100.0,7,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter16+17_todolist_test_Spec.hs,9,22.22,44.44,77.78,100.0,100.0,9,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter16+17_todolist_app_Client.hs,576,35.94,66.32,84.38,95.31,99.48,576,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter16+17_todolist_app_Server.hs,287,37.63,70.03,85.37,96.52,100.0,287,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter16+17_todolist_src_Todos_Types.hs,172,35.47,73.26,80.81,100.0,100.0,172,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter16+17_todolist_src_Todos_Api.hs,89,30.34,66.29,77.53,87.64,100.0,89,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter16+17_todolist_src_Todos_Handlers.hs,468,32.69,65.6,80.98,95.73,100.0,468,100.0,0,0.0,0,0.0
learn-haskell-by-example-main_chapter16+17_todolist_src_Todos_Database.hs,216,34.72,68.52,83.8,95.83,99.54,216,100.0,0,0.0,0,0.0
