File Name,Total,Found,Found (%),Not Found,Not Found (%),Fail,Fail (%)
tour-of-cpp-main_11-containers_hash_combine.cc,524,510,97.33,14,2.67,0,0.0
tour-of-cpp-main_11-containers_priority_queue.cc,579,577,99.65,2,0.35,0,0.0
tour-of-cpp-main_11-containers_inserter.cc,526,520,98.86,6,1.14,0,0.0
tour-of-cpp-main_11-containers_erase_remove.cc,967,961,99.38,6,0.62,0,0.0
tour-of-cpp-main_11-containers_mapinsert.cc,267,266,99.63,1,0.37,0,0.0
tour-of-cpp-main_11-containers_rangecheckvec.cc,196,195,99.49,1,0.51,0,0.0
tour-of-cpp-main_11-containers_customhash.cc,710,705,99.3,5,0.7,0,0.0
tour-of-cpp-main_11-containers_vecemplace.cc,121,120,99.17,1,0.83,0,0.0
tour-of-cpp-main_11-containers_vecsizecap.cc,288,288,100.0,0,0.0,0,0.0
tour-of-cpp-main_09-strings-and-regular-expressions_csvparsers.cc,489,484,98.98,5,1.02,0,0.0
tour-of-cpp-main_09-strings-and-regular-expressions_regexops.cc,630,624,99.05,6,0.95,0,0.0
tour-of-cpp-main_09-strings-and-regular-expressions_catstringview.cc,228,226,99.12,2,0.88,0,0.0
tour-of-cpp-main_09-strings-and-regular-expressions_stringops.cc,1136,1121,98.68,15,1.32,0,0.0
tour-of-cpp-main_10-input-and-output_readfile.cc,313,311,99.36,2,0.64,0,0.0
tour-of-cpp-main_10-input-and-output_anytoany.cc,265,259,97.74,6,2.26,0,0.0
tour-of-cpp-main_02-user-defined-types_read_and_sum.cc,251,248,98.8,3,1.2,0,0.0
tour-of-cpp-main_02-user-defined-types_variant.cc,194,193,99.48,1,0.52,0,0.0
tour-of-cpp-main_02-user-defined-types_vector1.cc,301,299,99.34,2,0.66,0,0.0
tour-of-cpp-main_02-user-defined-types_enum.cc,191,185,96.86,6,3.14,0,0.0
tour-of-cpp-main_15-concurrency_counter.cc,371,369,99.46,2,0.54,0,0.0
tour-of-cpp-main_15-concurrency_deadlock.cc,557,554,99.46,3,0.54,0,0.0
tour-of-cpp-main_15-concurrency_starvation.cc,260,256,98.46,4,1.54,0,0.0
tour-of-cpp-main_15-concurrency_thread.cc,114,114,100.0,0,0.0,0,0.0
tour-of-cpp-main_15-concurrency_events.cc,432,431,99.77,1,0.23,0,0.0
tour-of-cpp-main_07-concepts-and-generic-programming_printf.cc,115,113,98.26,2,1.74,0,0.0
tour-of-cpp-main_13-utilities_span.cc,450,447,99.33,3,0.67,0,0.0
tour-of-cpp-main_13-utilities_optional.cc,155,154,99.35,1,0.65,0,0.0
tour-of-cpp-main_13-utilities_smartptr.cc,751,741,98.67,10,1.33,0,0.0
tour-of-cpp-main_13-utilities_iterator_traits.cc,484,479,98.97,5,1.03,0,0.0
tour-of-cpp-main_13-utilities_bitsetops.cc,235,232,98.72,3,1.28,0,0.0
tour-of-cpp-main_13-utilities_swap.cc,253,252,99.6,1,0.4,0,0.0
tour-of-cpp-main_13-utilities_timeit.cc,98,98,100.0,0,0.0,0,0.0
tour-of-cpp-main_13-utilities_rng_iterator.cc,577,574,99.48,3,0.52,0,0.0
tour-of-cpp-main_13-utilities_pairtuple.cc,314,312,99.36,2,0.64,0,0.0
tour-of-cpp-main_05-essential-operations_uliteral.cc,177,170,96.05,7,3.95,0,0.0
tour-of-cpp-main_05-essential-operations_mat3x3.cc,1170,1156,98.8,14,1.2,0,0.0
tour-of-cpp-main_05-essential-operations_vector3.cc,910,897,98.57,13,1.43,0,0.0
tour-of-cpp-main_04-classes_vector2.cc,281,280,99.64,1,0.36,0,0.0
tour-of-cpp-main_04-classes_shapes.cc,479,475,99.16,4,0.84,0,0.0
tour-of-cpp-main_01-the-basics_forloop.cc,298,298,100.0,0,0.0,0,0.0
tour-of-cpp-main_01-the-basics_printer.cc,426,426,100.0,0,0.0,0,0.0
tour-of-cpp-main_01-the-basics_pointer.cc,106,105,99.06,1,0.94,0,0.0
tour-of-cpp-main_01-the-basics_init.cc,507,502,99.01,5,0.99,0,0.0
tour-of-cpp-main_01-the-basics_nullptr.cc,228,227,99.56,1,0.44,0,0.0
tour-of-cpp-main_01-the-basics_literal.cc,110,109,99.09,1,0.91,0,0.0
tour-of-cpp-main_01-the-basics_helloworld.cc,20,20,100.0,0,0.0,0,0.0
tour-of-cpp-main_01-the-basics_square.cc,153,152,99.35,1,0.65,0,0.0
tour-of-cpp-main_01-the-basics_ref.cc,106,105,99.06,1,0.94,0,0.0
tour-of-cpp-main_01-the-basics_if.cc,108,105,97.22,3,2.78,0,0.0
tour-of-cpp-main_14-numerics_random.cc,543,541,99.63,2,0.37,0,0.0
tour-of-cpp-main_03-modularity_throwcatch.cc,99,98,98.99,1,1.01,0,0.0
tour-of-cpp-main_03-modularity_rangemap.cc,178,178,100.0,0,0.0,0,0.0
tour-of-cpp-main_03-modularity_base.cc,270,269,99.63,1,0.37,0,0.0
tour-of-cpp-main_03-modularity_binding.cc,150,149,99.33,1,0.67,0,0.0
tour-of-cpp-main_12-algorithms_unique.cc,329,324,98.48,5,1.52,0,0.0
tour-of-cpp-main_12-algorithms_findall.cc,350,347,99.14,3,0.86,0,0.0
tour-of-cpp-main_12-algorithms_parallelsort.cc,350,350,100.0,0,0.0,0,0.0
tour-of-cpp-main_12-algorithms_first_less_than.cc,200,199,99.5,1,0.5,0,0.0
tour-of-cpp-main_12-algorithms_wordcount.cc,192,191,99.48,1,0.52,0,0.0
