File Name,Total,Found,Found (%),Not Found,Not Found (%),Fail,Fail (%)
ruby5-code_code_trouble_profileeg1.rb,30,30,100.0,0,0.0,0,0.0
ruby5-code_code_trouble_profileeg.rb,44,44,100.0,0,0.0,0,0.0
ruby5-code_code_metaprogramming_accessor_2.rb,91,91,100.0,0,0.0,0,0.0
ruby5-code_code_metaprogramming_turtle.rb,242,242,100.0,0,0.0,0,0.0
ruby5-code_code_metaprogramming_top_level.rb,67,67,100.0,0,0.0,0,0.0
ruby5-code_code_metaprogramming_vanity_puts.rb,34,34,100.0,0,0.0,0,0.0
ruby5-code_code_metaprogramming_trace_calls_example.rb,66,66,100.0,0,0.0,0,0.0
ruby5-code_code_metaprogramming_open_struct_flaw.rb,165,165,100.0,0,0.0,0,0.0
ruby5-code_code_metaprogramming_logging_2.rb,87,87,100.0,0,0.0,0,0.0
ruby5-code_code_metaprogramming_logging_0.rb,56,56,100.0,0,0.0,0,0.0
ruby5-code_code_metaprogramming_accessor_3.rb,136,136,100.0,0,0.0,0,0.0
ruby5-code_code_metaprogramming_shipping.rb,146,146,100.0,0,0.0,0,0.0
ruby5-code_code_metaprogramming_open_struct.rb,173,173,100.0,0,0.0,0,0.0
ruby5-code_code_metaprogramming_trace_calls.rb,131,131,100.0,0,0.0,0,0.0
ruby5-code_code_metaprogramming_use_in_class.rb,27,27,100.0,0,0.0,0,0.0
ruby5-code_code_metaprogramming_use_in_file.rb,14,14,100.0,0,0.0,0,0.0
ruby5-code_code_metaprogramming_vanity2.rb,65,65,100.0,0,0.0,0,0.0
ruby5-code_code_metaprogramming_class_new.rb,34,34,100.0,0,0.0,0,0.0
ruby5-code_code_metaprogramming_module_lookup_test.rb,45,45,100.0,0,0.0,0,0.0
ruby5-code_code_metaprogramming_accessor_1.rb,93,93,100.0,0,0.0,0,0.0
ruby5-code_code_metaprogramming_logging_1.rb,62,62,100.0,0,0.0,0,0.0
ruby5-code_code_metaprogramming_ref1_file_using_refinement.rb,27,27,100.0,0,0.0,0,0.0
ruby5-code_code_metaprogramming_ref1_vanity_refinement.rb,34,34,100.0,0,0.0,0,0.0
ruby5-code_code_metaprogramming_ref1_main_program.rb,26,26,100.0,0,0.0,0,0.0
ruby5-code_code_sl_csv_sample_1.rb,53,53,100.0,0,0.0,0,0.0
ruby5-code_code_sl_csv_sample_3.rb,91,90,98.9,1,1.1,0,0.0
ruby5-code_code_sl_csv_sample_0.rb,59,59,100.0,0,0.0,0,0.0
ruby5-code_code_sl_csv_sample_2.rb,52,49,94.23,3,5.77,0,0.0
ruby5-code_code_unittesting_test_playlist_builder2.rb,133,133,100.0,0,0.0,0,0.0
ruby5-code_code_unittesting_manual_romanbug.rb,44,44,100.0,0,0.0,0,0.0
ruby5-code_code_unittesting_test_playlist_builder1.rb,169,169,100.0,0,0.0,0,0.0
ruby5-code_code_unittesting_test_roman4.rb,79,79,100.0,0,0.0,0,0.0
ruby5-code_code_unittesting_roman3.rb,259,259,100.0,0,0.0,0,0.0
ruby5-code_code_unittesting_test_romanbug1.rb,48,48,100.0,0,0.0,0,0.0
ruby5-code_code_unittesting_playlist_builder.rb,122,122,100.0,0,0.0,0,0.0
ruby5-code_code_unittesting_test_roman5.rb,119,119,100.0,0,0.0,0,0.0
ruby5-code_code_unittesting_test_roman3.rb,93,93,100.0,0,0.0,0,0.0
ruby5-code_code_unittesting_test_playlist_builder_mock.rb,149,149,100.0,0,0.0,0,0.0
ruby5-code_code_unittesting_test_roman.rb,119,119,100.0,0,0.0,0,0.0
